r,rw,rx,rwc,rwx,rwxc,category,family,label
69,69,30,25,5,0,Ransomware,HelloKitty,Ransomware
64,64,28,24,5,0,Ransomware,HelloKitty,Ransomware
69,69,30,25,5,0,Ransomware,HelloKitty,Ransomware
69,69,30,25,5,0,Ransomware,HelloKitty,Ransomware
105,101,44,29,6,0,Ransomware,HelloKitty,Ransomware
105,101,44,29,6,0,Ransomware,HelloKitty,Ransomware
64,64,28,24,5,0,Ransomware,HelloKitty,Ransomware
69,69,30,25,5,0,Ransomware,HelloKitty,Ransomware
105,101,44,29,6,0,Ransomware,HelloKitty,Ransomware
64,64,28,24,5,0,Ransomware,HelloKitty,Ransomware
64,64,28,24,5,0,Ransomware,HelloKitty,Ransomware
69,69,30,25,5,0,Ransomware,HelloKitty,Ransomware
69,69,30,25,5,0,Ransomware,HelloKitty,Ransomware
69,69,30,25,5,0,Ransomware,HelloKitty,Ransomware
105,101,44,29,6,0,Ransomware,HelloKitty,Ransomware
105,101,44,29,6,0,Ransomware,HelloKitty,Ransomware
105,101,44,29,6,0,Ransomware,HelloKitty,Ransomware
73,106,28,23,7,1,Ransomware,Hydra,Ransomware
71,77,27,23,5,0,Ransomware,ESCAL,Ransomware
236,210,82,60,61,0,Ransomware,Mydoom,Ransomware
104,88,42,27,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
35,46,16,12,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,77,26,28,5,0,Ransomware,Clop,Ransomware
7,28,1,1,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
9,27,1,1,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,72,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,72,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,72,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
83,88,33,27,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
64,69,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
70,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,77,26,28,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,72,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,77,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
70,70,30,27,5,0,Ransomware,Clop,Ransomware
105,102,44,29,6,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
83,89,33,27,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,72,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
83,88,33,27,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
70,76,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
70,76,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,69,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
70,70,30,27,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
70,76,26,28,5,0,Ransomware,Clop,Ransomware
83,88,33,27,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,77,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,69,28,24,5,0,Ransomware,Clop,Ransomware
64,66,28,24,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,72,26,28,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
83,88,33,27,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,66,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,69,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
83,89,33,27,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,66,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,77,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,69,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,69,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
70,70,30,27,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,69,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,77,26,28,5,0,Ransomware,Clop,Ransomware
83,88,33,27,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,75,26,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
83,88,33,27,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,66,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
9,29,1,1,5,0,Ransomware,Clop,Ransomware
106,104,44,29,6,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,69,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
83,89,33,27,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,69,28,24,5,0,Ransomware,Clop,Ransomware
69,74,26,28,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
105,101,44,29,6,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,66,28,24,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,64,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
69,73,26,28,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
11,33,2,3,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
64,67,28,24,5,0,Ransomware,Clop,Ransomware
69,76,26,28,5,0,Ransomware,Clop,Ransomware
69,70,30,26,5,0,Ransomware,Clop,Ransomware
