protocol,flag,family,address,usd,seed_address,btc,netflow_bytes,ip_address,clusters,threats,port,time,prediction
TCP,APS,Locky,18e372GN,1,1GZkujBR,16,440,B,9,Port Scanning,5066,30,Benign
TCP,AF,SamSam,1SYSTEMQ,1,1DA11mPS,9,6511,A,1,Port Scanning,5061,3,Benign
TCP,APS,SamSam,18e372GN,1,1GZkujBR,4,110,B,9,Port Scanning,5066,5,Benign
TCP,AP,JigSaw,1DiCeTjB,1,1GZkujBR,7,1298,C,9,Port Scanning,5062,19,Benign
TCP,APSF,WannaCry,1CLag5cd,1868,17dcMo4V,8,466,A,1,Botnet,5062,8,Ransomware
ICMP,APRSF,DMALocker,18e372GN,589,1GZkujBR,19,374,A,2,Port Scanning,5066,40,Benign
TCP,R,JigSaw,1SYSTEMQ,18123,1DA11mPS,22,4921,C,1,Port Scanning,5066,18,Benign
TCP,AF,SamSam,1CLag5cd,50971,1AEoiHYZ,15,130,A,1,Blacklist,5066,28,Ransomware
UDP,APS,JigSaw,1DiCeTjB,55,17dcMo4V,59,51,B,2,Spam,5061,20,Ransomware
UDP,AF,SamSam,1DiCeTjB,126359,17dcMo4V,30,1420,D,3,NerisBotnet,5068,10,Ransomware
TCP,APS,Locky,1DiCeTjB,1,17dcMo4V,9,734,A,9,Scan,5066,34,Benign
TCP,AF,Locky,1SYSTEMQ,50965,1DA11mPS,15,136,A,1,Scan,5066,37,Benign
TCP,AF,Locky,1DiCeTjB,323,17dcMo4V,59,518,C,11,UDP Scan,5066,20,Benign
TCP,AP,Locky,1DiCeTjB,1,17dcMo4V,7,1298,C,9,UDP Scan,5062,19,Benign
TCP,APS,CryptXXX,1DiCeTjB,1,1DA11mPS,2,1830,C,1,Spam,5068,7,Ransomware
TCP,APS,DMALocker,1DiCeTjB,1,1GZkujBR,7,1100,A,9,SSH,5062,45,Benign
TCP,AP,Locky,18e372GN,1,1GZkujBR,7,1388,C,9,UDP Scan,5062,23,Benign
TCP,AF,DMALocker,1DiCeTjB,125767,17dcMo4V,30,272,A,3,UDP Scan,5062,59,Benign
UDP,ARF,CryptXXX,1SYSTEMQ,18454,1DA11mPS,11,1326,A,1,Blacklist,5061,1,Ransomware
UDP,AF,Razy,1DiCeTjB,126019,17dcMo4V,30,83,C,3,Spam,5062,18,Ransomware
UDP,AF,WannaCry,1DiCeTjB,5467,1GZkujBR,30,1446,B,1,Spam,5061,3,Ransomware
UDP,AF,WannaCry,18e372GN,5440,1GZkujBR,20,14,C,11,Spam,5061,7,Ransomware
TCP,APSF,Razy,18e372GN,1160,1DA11mPS,12,497,B,1,Blacklist,5068,8,Ransomware
ICMP,APS,WannaCry,1DiCeTjB,973,1GZkujBR,19,630,C,2,Scan,5062,50,Benign
UDP,APS,Cryptohitman,1DiCeTjB,152,17dcMo4V,57,228,B,3,SSH,5061,20,Benign
TCP,APS,DMALocker,18e372GN,1,1GZkujBR,6,656,A,9,UDP Scan,5066,8,Benign
TCP,APSF,WannaCry,1BonuSr7,1216,1DA11mPS,3,683,B,1,SSH,5068,35,Benign
ICMP,R,Locky,1SYSTEMQ,18270,1DA11mPS,22,4186,C,1,Blacklist,5062,12,Ransomware
ICMP,R,JigSaw,1Lc7xTpP,640,1DA11mPS,306,438,A,10,NerisBotnet,5068,51,Ransomware
TCP,AP,TowerWeb,1SYSTEMQ,2718,1AEoiHYZ,1762,5408,A,7,Botnet,5062,33,Ransomware
UDP,AP,Locky,1SYSTEMQ,18454,1DA11mPS,19,2821,C,1,Blacklist,5062,13,Ransomware
UDP,ARF,SamSam,1SYSTEMQ,18454,1NKi9AK5,11,1751,C,1,Botnet,5062,7,Ransomware
TCP,AF,Locky,1DiCeTjB,21345,1DA11mPS,11,7148,C,1,SSH,5061,9,Benign
TCP,AF,SamSam,1SYSTEMQ,17874,1DA11mPS,9,6166,A,1,Port Scanning,5066,33,Benign
UDP,ARF,Locky,1SYSTEMQ,15452,1DA11mPS,11,1561,A,1,Botnet,5061,9,Ransomware
TCP,AF,Locky,1BonuSr7,21345,1DA11mPS,11,7416,C,1,SSH,5061,13,Benign
TCP,APS,Razy,1DiCeTjB,1309,17dcMo4V,4,854,D,2,Scan,5062,3,Benign
UDP,AF,Cryptohitman,1DiCeTjB,413,17dcMo4V,91,588,C,11,UDP Scan,5066,15,Benign
UDP,ASF,Flyper,18e372GN,651,1GZkujBR,3,5536,A,1,Spam,5062,1,Ransomware
UDP,AP,EDA2,1SYSTEMQ,18454,1NKi9AK5,11,2126,C,1,SSH,5062,12,Benign
TCP,AF,Locky,1SYSTEMQ,17867,1DA11mPS,9,6201,A,1,Botnet,5066,22,Ransomware
ICMP,ASF,Locky,18e372GN,1014,1GZkujBR,3,2450,C,1,SSH,5068,1,Benign
ICMP,APS,Razy,1DiCeTjB,177,17dcMo4V,116,234,B,2,NerisBotnet,5061,20,Ransomware
TCP,APS,Locky,18e372GN,1,1GZkujBR,9,4600,A,9,Spam,5066,28,Ransomware
ICMP,APS,SamSam,1DiCeTjB,65,17dcMo4V,4,66,B,2,SSH,5061,20,Benign
UDP,AF,DMALocker,1DiCeTjB,125967,17dcMo4V,30,122,C,3,Port Scanning,5062,15,Benign
ICMP,AF,JigSaw,1DiCeTjB,499,17dcMo4V,30,2576,C,1,UDP Scan,5066,16,Benign
UDP,AF,SamSam,1DiCeTjB,4321,17dcMo4V,30,330,A,3,Port Scanning,5066,24,Benign
UDP,ARF,SamSam,1SYSTEMQ,18454,1DA11mPS,11,1626,C,1,Blacklist,5062,23,Ransomware
TCP,APS,Flyper,18e372GN,1,1GZkujBR,6,4476,A,9,Spam,5066,4,Ransomware
TCP,APS,Locky,1DiCeTjB,1,17dcMo4V,4,2,B,9,Scan,5066,15,Benign
TCP,APS,Globe,1DiCeTjB,1,1DA11mPS,2,1221,C,1,Spam,5062,55,Ransomware
ICMP,APRSF,SamSam,18e372GN,787,1GZkujBR,19,506,C,2,Port Scanning,5062,33,Benign
ICMP,R,Cryptohitman,1Lc7xTpP,526,1DA11mPS,64,306,B,11,Botnet,5068,7,Ransomware
ICMP,R,Flyper,1SYSTEMQ,18215,1NKi9AK5,22,4461,C,1,Port Scanning,5062,13,Benign
ICMP,R,APT,18e372GN,470,1DA11mPS,36,222,A,11,UDP Scan,5068,17,Benign
TCP,ARF,Flyper,1SYSTEMQ,18454,1NKi9AK5,13,131,A,1,Blacklist,5066,28,Ransomware
ICMP,AF,Razy,1DiCeTjB,359,17dcMo4V,37,8396,B,11,Spam,5066,20,Ransomware
TCP,APS,JigSaw,1BonuSr7,1,1DA11mPS,6,3174,C,1,Botnet,5066,4,Ransomware
ICMP,AF,WannaCry,18e372GN,1515,1GZkujBR,30,4287,D,1,UDP Scan,5066,43,Benign
UDP,AP,DMALocker,1SYSTEMQ,17708,1DA11mPS,19,2501,C,1,Spam,5062,42,Ransomware
TCP,APSF,SamSam,1DiCeTjB,1464,1DA11mPS,2,1076,B,1,DoS,5066,18,Ransomware
ICMP,R,CryptXXX,1SYSTEMQ,18388,1DA11mPS,22,3596,C,1,Scan,5062,21,Benign
ICMP,AF,SamSam,18e372GN,1311,1GZkujBR,30,3539,C,1,UDP Scan,5066,14,Benign
TCP,R,EDA2,1SYSTEMQ,17974,1NKi9AK5,9,5666,C,1,DoS,5066,9,Ransomware
ICMP,AF,Globe,1DiCeTjB,2964,1GZkujBR,2,138,A,2,SSH,5068,36,Benign
TCP,A,SamSam,1DiCeTjB,770,17dcMo4V,4,84,A,2,SSH,5062,38,Benign
UDP,ASF,CryptXXX,18e372GN,678,17dcMo4V,3,1218,A,1,UDP Scan,5062,56,Benign
TCP,APS,Locky,18e372GN,1243,1GZkujBR,4,810,D,2,Port Scanning,5062,10,Benign
ICMP,AF,DMALocker,1DiCeTjB,289,17dcMo4V,30,1873,C,1,UDP Scan,5066,5,Benign
UDP,ARF,WannaCry,1SYSTEMQ,18454,1DA11mPS,11,966,A,1,Blacklist,5061,20,Ransomware
TCP,APSF,WannaCry,1DiCeTjB,84440,1DA11mPS,12,431,B,1,SSH,5068,21,Benign
ICMP,APS,Flyper,1DiCeTjB,239,17dcMo4V,178,327,B,2,SSH,5061,20,Benign
ICMP,AF,SamSam,1DiCeTjB,21345,1DA11mPS,11,609,A,1,SSH,5062,6,Benign
TCP,AF,Locky,1BonuSr7,21345,1DA11mPS,11,461,C,1,SSH,5061,9,Benign
UDP,ASF,APT,18e372GN,795,1GZkujBR,3,5728,A,1,DoS,5062,3,Ransomware
ICMP,AF,WannaCry,18e372GN,1323,1GZkujBR,30,3583,C,1,UDP Scan,5066,22,Benign
TCP,R,Flyper,1SYSTEMQ,18041,1NKi9AK5,9,5331,C,1,Port Scanning,5066,1,Benign
ICMP,R,Locky,1Lc7xTpP,584,1DA11mPS,250,354,B,10,NerisBotnet,5068,23,Ransomware
UDP,AF,Flyper,1DiCeTjB,5797,17dcMo4V,20,2028,C,1,Blacklist,5062,9,Ransomware
TCP,APSF,Locky,1DiCeTjB,1078,17dcMo4V,12,182,B,2,DoS,5068,10,Ransomware
TCP,APS,TowerWeb,1BonuSr7,1,1DA11mPS,6,2796,C,1,Spam,5066,55,Ransomware
UDP,AF,SamSam,18e372GN,5632,1GZkujBR,20,2040,B,1,Port Scanning,5062,40,Benign
UDP,AF,Flyper,1DiCeTjB,5600,17dcMo4V,20,2336,C,11,Spam,5062,2,Ransomware
ICMP,APS,Razy,1DiCeTjB,255,17dcMo4V,194,351,B,2,SSH,5061,20,Benign
UDP,AP,CryptXXX,1SYSTEMQ,18454,1DA11mPS,11,1991,C,1,Blacklist,5062,10,Ransomware
UDP,AF,DMALocker,1DiCeTjB,4321,17dcMo4V,30,852,A,3,SSH,5066,1,Benign
TCP,APSF,Locky,18e372GN,1050,1GZkujBR,8,29,B,1,DoS,5068,34,Ransomware
TCP,APS,TowerWeb,18e372GN,1,1DA11mPS,6,2271,C,1,Spam,5066,28,Ransomware
ICMP,R,SamSam,1SYSTEMQ,18408,1NKi9AK5,22,3496,C,1,Blacklist,5062,10,Ransomware
ICMP,AF,Globe,1BonuSr7,21335,1DA11mPS,11,714,A,1,Spam,5062,3,Ransomware
TCP,APSF,Flyper,1BonuSr7,1408,1DA11mPS,2,1244,B,1,SSH,5066,11,Benign
UDP,ASF,DMALocker,1DiCeTjB,720,1GZkujBR,3,1372,A,1,SSH,5062,8,Benign
UDP,ASF,Razy,1DiCeTjB,666,17dcMo4V,3,1174,A,1,SSH,5062,48,Benign
TCP,APS,Globe,18e372GN,1,1GZkujBR,7,4740,A,9,UDP Scan,5062,31,Benign
TCP,APSF,Locky,1BonuSr7,1238,1DA11mPS,3,731,B,1,DoS,5068,12,Ransomware
ICMP,AF,WannaCry,18e372GN,2782,1GZkujBR,2,112,A,2,Port Scanning,5068,20,Benign
ICMP,AF,WannaCry,1DiCeTjB,520,17dcMo4V,30,2697,C,1,SSH,5066,1,Benign
TCP,A,JigSaw,18e372GN,580,1GZkujBR,18,25,A,1,Botnet,5068,19,Ransomware
TCP,AP,WannaCry,18e372GN,1,1GZkujBR,7,1340,C,9,SSH,5062,7,Benign
ICMP,R,TowerWeb,1SYSTEMQ,18332,1DA11mPS,22,3876,C,1,Blacklist,5062,2,Ransomware
UDP,APS,JigSaw,1DiCeTjB,266,17dcMo4V,16,11052,A,2,Scan,5061,20,Benign
TCP,ARF,JigSaw,1SYSTEMQ,18454,1NKi9AK5,13,176,A,1,Port Scanning,5066,26,Benign
TCP,APSF,Flyper,1BonuSr7,1446,1DA11mPS,2,1145,B,1,DoS,5066,1,Ransomware
ICMP,AF,Locky,1DiCeTjB,2670,17dcMo4V,2,96,A,2,Scan,5068,47,Benign
ICMP,R,Flyper,1SYSTEMQ,18242,1NKi9AK5,22,4326,C,1,Blacklist,5062,25,Ransomware
TCP,AF,Locky,1SYSTEMQ,50887,1AEoiHYZ,15,214,A,1,Scan,5066,13,Benign
UDP,APS,SamSam,1DiCeTjB,138,17dcMo4V,43,207,B,2,UDP Scan,5061,3,Benign
UDP,ASF,APT,18e372GN,816,1GZkujBR,3,1724,A,1,DoS,5062,1,Ransomware
TCP,R,Razy,1SYSTEMQ,24296,1DA11mPS,9,5246,C,1,Spam,5066,23,Ransomware
TCP,APSF,Globe,1BonuSr7,1394,1DA11mPS,2,1217,C,1,DoS,5066,12,Ransomware
TCP,ARF,CryptXXX,1SYSTEMQ,18454,1NKi9AK5,13,81,A,1,Blacklist,5066,61,Ransomware
UDP,AP,EDA2,1SYSTEMQ,18454,1NKi9AK5,11,1876,C,1,Scan,5062,48,Benign
UDP,ASF,JigSaw,18e372GN,531,1GZkujBR,3,679,A,1,UDP Scan,5061,7,Benign
UDP,AF,JigSaw,1DiCeTjB,1,1GZkujBR,20,60,A,1,Spam,5066,19,Ransomware
TCP,AF,Razy,1SYSTEMQ,28868,1AEoiHYZ,15,206,A,1,Spam,5066,10,Ransomware
ICMP,AF,Locky,1DiCeTjB,21345,1GZkujBR,30,6768,C,1,Blacklist,5068,3,Ransomware
ICMP,R,SamSam,1SYSTEMQ,18202,1NKi9AK5,22,4526,C,1,Port Scanning,5066,49,Benign
ICMP,R,JigSaw,1SYSTEMQ,22304,1NKi9AK5,22,4416,C,1,Spam,5062,36,Ransomware
TCP,AF,SamSam,1SYSTEMQ,1,1NKi9AK5,9,6406,A,1,Port Scanning,5061,8,Benign
UDP,AP,WannaCry,1SYSTEMQ,18454,1DA11mPS,11,2031,C,1,Blacklist,5062,13,Ransomware
UDP,ARF,Locky,1SYSTEMQ,15896,1NKi9AK5,11,1746,C,1,Botnet,5062,10,Ransomware
UDP,AP,SamSam,1SYSTEMQ,18454,1NKi9AK5,19,2416,C,1,Blacklist,5062,8,Ransomware
UDP,AF,SamSam,1DiCeTjB,5777,17dcMo4V,20,2562,C,1,Spam,5062,56,Ransomware
TCP,AF,CryptoLocker,1CLag5cd,50877,1AEoiHYZ,13,224,A,1,Blacklist,5066,19,Ransomware
UDP,ASF,JigSaw,1DiCeTjB,630,1GZkujBR,3,1042,A,1,SSH,5062,47,Benign
TCP,APSF,Flyper,1BonuSr7,1448,1DA11mPS,2,1139,B,1,DoS,5066,7,Ransomware
TCP,APS,EDA2,1DiCeTjB,1141,1GZkujBR,4,742,D,2,Spam,5062,12,Ransomware
ICMP,R,SamSam,1SYSTEMQ,18209,1NKi9AK5,22,4491,C,1,Port Scanning,5062,19,Benign
ICMP,APS,SamSam,1DiCeTjB,283,17dcMo4V,222,393,B,2,UDP Scan,5061,20,Benign
TCP,AF,NoobCrypt,1SYSTEMQ,17869,1NKi9AK5,9,6191,A,1,Blacklist,5066,26,Ransomware
UDP,AP,SamSam,1SYSTEMQ,18454,1DA11mPS,11,2156,C,1,Blacklist,5062,43,Ransomware
UDP,ASF,WannaCry,18e372GN,855,1GZkujBR,3,1867,A,1,UDP Scan,5062,3,Benign
ICMP,APRSF,APT,18e372GN,121,1GZkujBR,2,62,B,2,Port Scanning,5061,5,Benign
TCP,AF,TowerWeb,1SYSTEMQ,50931,1AEoiHYZ,15,170,A,1,Blacklist,5066,28,Ransomware
ICMP,AF,JigSaw,1DiCeTjB,341,17dcMo4V,19,480,B,2,SSH,5066,20,Benign
TCP,AF,Flyper,1SYSTEMQ,1,1NKi9AK5,9,6476,A,1,Blacklist,5061,20,Ransomware
ICMP,APRSF,DMALocker,18e372GN,805,1GZkujBR,19,3588,C,2,Botnet,5062,4,Ransomware
ICMP,R,WannaCry,1Lc7xTpP,622,1DA11mPS,288,411,A,10,NerisBotnet,5068,42,Ransomware
ICMP,AF,WannaCry,18e372GN,1386,1GZkujBR,30,3814,C,1,UDP Scan,5066,17,Benign
ICMP,APRSF,WannaCry,18e372GN,235,1GZkujBR,19,138,B,2,Scan,5061,58,Benign
TCP,APSF,CryptXXX,1DiCeTjB,918,17dcMo4V,8,114,A,2,SSH,5062,1,Benign
UDP,AF,JigSaw,1DiCeTjB,5624,1GZkujBR,20,175,C,11,Spam,5062,15,Ransomware
ICMP,AF,SamSam,1DiCeTjB,21345,17dcMo4V,30,14,C,1,Blacklist,5068,23,Ransomware
TCP,APS,EDA2,1DiCeTjB,1153,1GZkujBR,4,750,D,2,Spam,5062,4,Ransomware
UDP,AF,Locky,1DiCeTjB,5607,17dcMo4V,20,1950,B,1,Scan,5061,25,Benign
ICMP,AF,CryptXXX,18e372GN,1152,1GZkujBR,30,2956,C,1,Spam,5068,16,Ransomware
UDP,AF,DMALocker,1DiCeTjB,4321,17dcMo4V,30,1230,A,3,Spam,5066,1,Ransomware
ICMP,AF,SamSam,18e372GN,1251,1GZkujBR,30,3319,C,1,DoS,5066,9,Ransomware
TCP,APS,Flyper,1SYSTEMQ,18454,1NKi9AK5,13,5211,C,1,Spam,5061,44,Ransomware
TCP,A,Locky,1DiCeTjB,606,17dcMo4V,18,36,A,2,SSH,5066,55,Benign
UDP,AF,NoobCrypt,18e372GN,1,1GZkujBR,20,2160,A,1,NerisBotnet,5061,33,Ransomware
TCP,AP,TowerWeb,1SYSTEMQ,2148,1AEoiHYZ,1382,4363,A,7,Botnet,5062,33,Ransomware
UDP,AF,Cryptohitman,18e372GN,3025,1GZkujBR,20,6179,B,1,Spam,5061,17,Ransomware
ICMP,R,SamSam,1SYSTEMQ,20264,1DA11mPS,22,3566,C,1,Spam,5062,9,Ransomware
TCP,AF,EDA2,1DiCeTjB,21345,17dcMo4V,11,9916,C,1,Scan,5061,6,Benign
UDP,ASF,Locky,18e372GN,714,1GZkujBR,3,1350,A,1,UDP Scan,5062,14,Benign
ICMP,APS,APT,1DiCeTjB,221,17dcMo4V,160,300,B,2,UDP Scan,5061,20,Benign
TCP,A,Razy,1DiCeTjB,618,17dcMo4V,18,46,A,2,SSH,5066,58,Benign
TCP,APS,WannaCry,1DiCeTjB,1,1GZkujBR,7,1112,A,9,SSH,5062,43,Benign
UDP,AF,Cryptohitman,1BonuSr7,21345,1DA11mPS,11,671,A,1,UDP Scan,5062,10,Benign
UDP,ASF,JigSaw,1DiCeTjB,693,1GZkujBR,3,1273,A,1,SSH,5062,50,Benign
TCP,AP,TowerWeb,1SYSTEMQ,2580,1AEoiHYZ,1670,5155,A,7,Botnet,5062,33,Ransomware
UDP,ASF,WannaCry,18e372GN,885,1GZkujBR,3,1977,C,1,SSH,5062,8,Benign
UDP,ARF,APT,1SYSTEMQ,18454,1NKi9AK5,13,571,A,1,Blacklist,5061,11,Ransomware
ICMP,AF,APT,18e372GN,2810,1GZkujBR,2,116,A,2,Port Scanning,5068,5,Benign
TCP,APS,CryptXXX,18e372GN,1,1GZkujBR,9,986,A,9,UDP Scan,5062,22,Benign
ICMP,R,CryptXXX,18e372GN,502,1DA11mPS,168,231,A,11,NerisBotnet,5068,14,Ransomware
UDP,ASF,WannaCry,18e372GN,858,1GZkujBR,3,1878,A,1,UDP Scan,5062,5,Benign
UDP,ASF,SamSam,18e372GN,519,1GZkujBR,3,635,A,1,UDP Scan,5061,33,Benign
UDP,AF,Razy,1DiCeTjB,5557,17dcMo4V,20,1770,B,1,Spam,5061,1,Ransomware
UDP,AF,TowerWeb,1DiCeTjB,2467,17dcMo4V,2,67,A,2,Spam,5068,49,Ransomware
TCP,APS,DMALocker,18e372GN,1,1GZkujBR,4,110,B,9,Port Scanning,5066,5,Benign
ICMP,R,EDA2,1SYSTEMQ,18417,1NKi9AK5,22,3451,C,1,Scan,5062,11,Benign
TCP,APSF,CryptXXX,1CLag5cd,2372,1DA11mPS,8,634,B,1,DoS,5068,18,Ransomware
TCP,R,APT,1SYSTEMQ,18150,1NKi9AK5,22,4786,C,1,Blacklist,5066,8,Ransomware
TCP,AP,JigSaw,18e372GN,1,1GZkujBR,7,1418,C,9,UDP Scan,5062,6,Benign
UDP,R,WannaCry,1Lc7xTpP,690,17dcMo4V,266,513,B,10,NerisBotnet,5068,53,Ransomware
UDP,ARF,WannaCry,1SYSTEMQ,14804,1DA11mPS,11,1291,A,1,Botnet,5061,20,Ransomware
TCP,AF,JigSaw,1BonuSr7,21345,1DA11mPS,11,585,C,1,UDP Scan,5062,16,Benign
TCP,AF,EDA2,1SYSTEMQ,1,1NKi9AK5,9,6356,A,1,UDP Scan,5061,55,Benign
ICMP,R,Flyper,1SYSTEMQ,18367,1NKi9AK5,22,3701,C,1,Botnet,5062,1,Ransomware
TCP,AF,EDA2,1BonuSr7,21345,1DA11mPS,30,212,C,1,Scan,5061,52,Benign
ICMP,ASF,JigSaw,1DiCeTjB,1020,1GZkujBR,3,2472,C,1,SSH,5068,2,Benign
TCP,AF,Globe,1CLag5cd,28160,1NKi9AK5,9,88,A,1,Spam,5066,22,Ransomware
TCP,AF,SamSam,1DiCeTjB,21345,1DA11mPS,11,534,C,1,SSH,5061,37,Benign
TCP,APSF,Locky,18e372GN,1106,1DA11mPS,12,266,B,1,DoS,5068,31,Ransomware
TCP,APSF,WannaCry,1DiCeTjB,1530,1DA11mPS,2,893,B,1,SSH,5066,13,Benign
UDP,AF,Locky,1DiCeTjB,126327,17dcMo4V,30,1388,D,3,UDP Scan,5068,3,Benign
TCP,R,CryptXXX,1SYSTEMQ,23048,1DA11mPS,22,4726,C,1,Spam,5066,19,Ransomware
TCP,APS,WannaCry,1BonuSr7,10256,1DA11mPS,6,2607,C,1,Botnet,5066,46,Ransomware
ICMP,R,Flyper,1SYSTEMQ,18356,1NKi9AK5,22,3756,C,1,Blacklist,5062,1,Ransomware
UDP,AF,Flyper,1DiCeTjB,21345,1DA11mPS,11,627,A,1,UDP Scan,5062,1,Benign
TCP,R,APT,1SYSTEMQ,18128,1NKi9AK5,22,4896,C,1,Blacklist,5066,53,Ransomware
ICMP,AF,Locky,1BonuSr7,21345,1DA11mPS,11,7532,A,1,Spam,5062,22,Ransomware
UDP,APS,Globe,1DiCeTjB,402,1DA11mPS,2,112,A,10,UDP Scan,5068,51,Benign
TCP,APS,DMALocker,1DiCeTjB,1,1GZkujBR,16,440,B,9,SSH,5066,30,Benign
UDP,AP,Locky,1SYSTEMQ,17348,1NKi9AK5,19,2351,C,1,Spam,5062,9,Ransomware
UDP,AF,Razy,1DiCeTjB,5888,17dcMo4V,20,406,C,11,Scan,5062,19,Benign
ICMP,AF,Globe,18e372GN,3006,1GZkujBR,2,144,A,2,UDP Scan,5068,45,Benign
TCP,APS,DMALocker,1DiCeTjB,1,1GZkujBR,9,998,A,9,SSH,5062,19,Benign
ICMP,AF,TowerWeb,1DiCeTjB,550,17dcMo4V,30,9436,C,1,DoS,5066,18,Ransomware
TCP,APS,Locky,1DiCeTjB,1237,17dcMo4V,4,806,D,2,Scan,5062,10,Benign
TCP,AF,APT,18e372GN,21345,1GZkujBR,11,305,C,1,UDP Scan,5061,25,Benign
TCP,APSF,TowerWeb,1BonuSr7,1148,1DA11mPS,12,479,B,1,SSH,5068,10,Benign
ICMP,AF,APT,18e372GN,1449,1GZkujBR,30,6600,C,1,DoS,5066,40,Ransomware
UDP,AF,Locky,1DiCeTjB,5462,17dcMo4V,30,1428,B,1,Scan,5061,3,Benign
TCP,AF,Locky,1DiCeTjB,125643,17dcMo4V,13,62,B,3,Spam,5062,48,Ransomware
TCP,APS,APT,18e372GN,1,1GZkujBR,6,626,A,9,UDP Scan,5066,1,Benign
TCP,APSF,JigSaw,18e372GN,1250,1DA11mPS,3,767,A,1,Blacklist,5068,16,Ransomware
ICMP,AF,TowerWeb,1DiCeTjB,205,17dcMo4V,30,1605,C,1,NerisBotnet,5068,36,Ransomware
UDP,AF,Cryptohitman,18e372GN,5562,1GZkujBR,20,1788,B,1,Spam,5061,4,Ransomware
ICMP,R,SamSam,1SYSTEMQ,18328,1NKi9AK5,22,3896,C,1,Blacklist,5062,14,Ransomware
ICMP,R,EDA2,1SYSTEMQ,18214,1NKi9AK5,22,4466,C,1,DoS,5062,13,Ransomware
UDP,AF,Flyper,1DiCeTjB,407,17dcMo4V,85,579,C,11,SSH,5066,17,Benign
TCP,R,WannaCry,1SYSTEMQ,23180,1NKi9AK5,22,4781,C,1,Spam,5066,28,Ransomware
TCP,APS,CryptXXX,1DiCeTjB,1,1DA11mPS,6,2523,C,1,Spam,5066,40,Ransomware
TCP,AF,Locky,18e372GN,21345,1DA11mPS,30,272,C,1,UDP Scan,5061,16,Benign
ICMP,AF,Locky,18e372GN,2621,1GZkujBR,2,89,A,2,Port Scanning,5068,26,Benign
TCP,AF,SamSam,1SYSTEMQ,1,1DA11mPS,9,6586,C,1,Port Scanning,5061,34,Benign
UDP,AF,SamSam,1DiCeTjB,2355,17dcMo4V,2,51,A,2,Scan,5068,25,Benign
UDP,APS,JigSaw,1DiCeTjB,100,17dcMo4V,64,10704,B,2,Scan,5061,20,Benign
TCP,APSF,Locky,1DiCeTjB,986,17dcMo4V,8,138,A,2,Botnet,5062,21,Ransomware
ICMP,AF,WannaCry,18e372GN,1155,1GZkujBR,30,2967,C,1,SSH,5068,1,Benign
UDP,ASF,APT,1DiCeTjB,90,17dcMo4V,3,8752,C,1,UDP Scan,5068,22,Benign
UDP,AF,DMALocker,1DiCeTjB,126079,17dcMo4V,30,1140,C,3,Spam,5068,9,Ransomware
TCP,APS,Locky,18e372GN,1075,1GZkujBR,4,3768,C,2,Spam,5062,13,Ransomware
ICMP,AP,Cryptohitman,1SYSTEMQ,588,1AEoiHYZ,342,1503,A,3,Scan,5061,33,Benign
TCP,APS,Locky,1DiCeTjB,366,17dcMo4V,32,27,A,2,UDP Scan,5068,31,Benign
TCP,APSF,Flyper,1BonuSr7,1368,1DA11mPS,2,1139,C,1,DoS,5066,2,Ransomware
ICMP,R,TowerWeb,1SYSTEMQ,18260,1DA11mPS,22,4236,C,1,Blacklist,5062,8,Ransomware
TCP,R,SamSam,1SYSTEMQ,18132,1DA11mPS,22,4876,C,1,Scan,5066,9,Benign
UDP,AF,SamSam,1DiCeTjB,5480,1GZkujBR,20,49,C,11,Spam,5061,25,Ransomware
UDP,ARF,APT,1DiCeTjB,354,1GZkujBR,5,30,A,1,DoS,5066,8,Ransomware
TCP,AF,Globe,1Lc7xTpP,23221,1KZKcvx4,13,213,C,11,Spam,5068,37,Ransomware
UDP,ASF,APT,1DiCeTjB,60,17dcMo4V,3,8712,C,1,SSH,5068,5,Benign
ICMP,AF,WannaCry,1DiCeTjB,21345,17dcMo4V,30,80,C,1,SSH,5068,4,Benign
UDP,ARF,WannaCry,1SYSTEMQ,18454,1DA11mPS,13,616,A,1,SSH,5061,38,Benign
TCP,AF,SamSam,1SYSTEMQ,50991,1DA11mPS,9,14,A,1,Port Scanning,5066,18,Benign
TCP,APSF,Cryptohitman,1CLag5cd,3476,1DA11mPS,12,1002,B,1,DoS,5068,19,Ransomware
TCP,AF,Flyper,1DiCeTjB,125563,17dcMo4V,13,624,B,3,UDP Scan,5062,8,Benign
TCP,AF,CryptXXX,1SYSTEMQ,27176,1NKi9AK5,9,6446,A,1,Spam,5061,7,Ransomware
UDP,ARF,EDA2,1SYSTEMQ,18454,1DA11mPS,11,1286,A,1,SSH,5061,7,Benign
TCP,APSF,Flyper,1DiCeTjB,1146,1DA11mPS,12,473,B,1,SSH,5068,6,Benign
TCP,APSF,WannaCry,1CLag5cd,2444,17dcMo4V,8,658,B,1,DoS,5068,36,Ransomware
UDP,AF,CryptoLocker,18e372GN,2537,1GZkujBR,2,2808,A,2,UDP Scan,5068,41,Benign
UDP,ASF,Razy,1DiCeTjB,66,17dcMo4V,135,654,A,1,SSH,5061,7,Benign
UDP,ARF,WannaCry,1SYSTEMQ,15056,1NKi9AK5,11,1396,A,1,Botnet,5061,2,Ransomware
ICMP,R,EDA2,1SYSTEMQ,18309,1NKi9AK5,22,3991,C,1,Scan,5062,17,Benign
UDP,AF,Locky,1DiCeTjB,21345,1DA11mPS,11,674,A,1,Spam,5062,1,Ransomware
